Case #,Report Type,UCR Classification,Common Name,Address,Disposition,Occur from,Occur to,Rpt Date
15-001965,THEFT - BICYCLE,LARCENY - OTHER,MERCER COURT APTS BLDG BCDE,3927  ADAMS LN NE,CLOSED,10/9/2015 08:30PM,10/11/2015 05:00PM,10/11/2015
15-001938,THEFT - BICYCLE,LARCENY - OTHER,BLAKELEY VILLAGE,4747  30TH AVE NE,OPEN,10/8/2015 11:30PM,10/9/2015 10:00AM,10/10/2015
15-001952,THEFT - OTHER,LARCENY - OTHER,CEDAR APTS WEST,1112 NE 41ST ST,CLOSED,10/10/2015 12:15AM,10/10/2015 05:00AM,10/10/2015
15-001939,THEFT - OTHER,LARCENY - OTHER,GATE HOUSE 2,4309 NE MEMORIAL WAY NE,CLOSED,10/9/2015 10:25AM,10/9/2015 10:35AM,10/9/2015
15-001942,THEFT - FROM BUILDING,TRESPASS OF REAL PROPERTY,BY GEORGE,4056  GEORGE WASHINGTON LN NE,CLOSED,10/9/2015 12:16PM,10/9/2015 12:40PM,10/9/2015
15-001942,THEFT - FROM BUILDING,LARCENY - SHOPLIFTING,BY GEORGE,4056  GEORGE WASHINGTON LN NE,CLOSED,10/9/2015 12:16PM,10/9/2015 12:40PM,10/9/2015
15-001943,THEFT - BICYCLE PARTS,LARCENY - OTHER,HENDERSON HALL,1013 NE LINCOLN WAY,CLOSED,10/7/2015 05:30PM,10/9/2015 12:30PM,10/9/2015
15-001944,THEFT - BICYCLE,LARCENY - OTHER,NORDHEIM COURT,5000  25TH AVE NE,CLOSED,10/7/2015 09:00PM,10/9/2015 01:00PM,10/9/2015
15-001923,THEFT - BICYCLE,LARCENY - OTHER,KANE HALL,4060  SPOKANE LANE NE,CLEARED-ARREST,10/8/2015 01:30AM,10/8/2015 04:01AM,10/8/2015
15-001924,THEFT - BICYCLE,LARCENY - OTHER,KANE HALL,4069  SPOKANE LN NE,CLOSED,10/8/2015 07:16AM,10/8/2015 07:35AM,10/8/2015
15-001930,THEFT - AUTO ACCESSORIES,LARCENY - OF MV PART/ACCESSORIES,CENTRAL PARKING GARAGE,4100  15TH AVE NE,CLOSED,10/7/2015 09:00AM,10/7/2015 06:00PM,10/8/2015
15-001909,ASSAULT - OTHER AGGRAVATED,AGGRAVATED ASSAULT,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,ARREST,10/6/2015 01:32PM,10/6/2015 02:45PM,10/6/2015
15-001909,ASSAULT - OTHER AGGRAVATED,VIOLATION OF NO CONTACT/PROT ORDER,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,ARREST,10/6/2015 01:32PM,10/6/2015 02:45PM,10/6/2015
15-001894,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,MARY GATES HALL,1851 NE GRANT LN,CLOSED,10/2/2015 03:00PM,10/5/2015 07:00AM,10/5/2015
15-001897,THEFT - BICYCLE,LARCENY - OTHER,NORDHEIM COURT,5000  25TH AVE NE,CLOSED,10/2/2015 03:30PM,10/5/2015 08:00AM,10/5/2015
15-001900,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,ALDER HALL,1315 NE CAMPUS PKY,CLOSED,10/3/2015 12:00PM,10/3/2015 06:00PM,10/5/2015
15-001901,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,ALLEN LIBRARY,1900 NE GRANT LN,CLOSED-UNFOUNDED,10/5/2015 04:45PM,10/5/2015 05:30PM,10/5/2015
15-001902,THEFT - BICYCLE,LARCENY - OTHER,BLAKELEY VILLAGE,4747  30TH AVE NE,CLOSED,10/4/2015 07:00PM,10/5/2015 11:00AM,10/5/2015
15-001903,THEFT - BICYCLE,LARCENY - OTHER,C10 PARKING LOT,0  STEVENS WAY NE,CLOSED,10/5/2015 08:15AM,10/5/2015 08:30PM,10/5/2015
15-001891,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,BLAKELEY VILLAGE,4747  30TH AVE NE,CLOSED,10/4/2015 12:31PM,10/4/2015 01:00PM,10/4/2015
15-001892,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,BLAKELEY VILLAGE,4747  30TH AVE NE,CLOSED,10/1/2015 05:30PM,10/2/2015 08:00AM,10/4/2015
15-001885,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,W32/33 PARKING LOT,1112 NE PACIFIC ST,CLOSED,10/2/2015 11:30PM,10/3/2015 02:30PM,10/3/2015
15-001879,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,N28 PARKING LOT,4547  15TH AVE NE,CLOSED,10/2/2015 12:15PM,10/2/2015 02:47PM,10/2/2015
15-001881,ASSAULT - SIMPLE,SIMPLE ASSAULT,,0 NE EAST STEVENS WAY/JEFFERSON RD,CLOSED,10/2/2015 03:30PM,10/2/2015 03:35PM,10/2/2015
15-001844,THEFT - BICYCLE,LARCENY - OTHER,PACCAR HALL,4295  EAST STEVENS WAY NE,CLOSED,9/30/2015 08:00AM,9/30/2015 01:15PM,9/30/2015
15-001847,THEFT - FROM BUILDING,LARCENY - OTHER,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLOSED,9/29/2015 10:00PM,9/30/2015 08:30AM,9/30/2015
15-001854,THEFT - BICYCLE,LARCENY - OTHER,S1 PARKING LOT,1651 NE COLUMBIA RD,CLOSED,9/29/2015 09:00AM,9/29/2015 05:00PM,9/30/2015
15-001823,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,TRIANGLE PARKING GARAGE,2121 NE PACIFIC PL,CLOSED,9/27/2015 06:30PM,9/28/2015 06:30AM,9/28/2015
15-001822,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,TRIANGLE PARKING GARAGE,2121 NE PACIFIC PL,CLOSED,9/27/2015 11:00PM,9/28/2015 06:30AM,9/28/2015
15-001824,THEFT - BICYCLE,LARCENY - OTHER,GOULD HALL,3950  UNIVERSITY WAY NE,ARREST,9/28/2015 08:50AM,9/28/2015 10:35AM,9/28/2015
15-001829,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,ELECTRICAL ENGINEERING BLDG,3787  EAST STEVENS WAY NE,CLOSED,9/25/2015 12:00PM,9/25/2015 04:00PM,9/28/2015
15-001805,THEFT - OTHER,LARCENY - OTHER,RED SQUARE,4063  SPOKANE LN NE,CLOSED,9/25/2015 01:43AM,9/25/2015 01:45AM,9/25/2015
15-001807,THEFT - BICYCLE,LARCENY - OTHER,TERRY HALL-PUBLIC,1045 NE CAMPUS PKY,CLOSED,9/24/2015 02:00PM,9/25/2015 04:00PM,9/25/2015
15-001782,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,MAGNUSON HEALTH SCIENCES,1705 NE PACIFIC ST,CLOSED-UNFOUNDED,9/22/2015 09:00AM,9/22/2015 11:30AM,9/22/2015
15-001783,ASSAULT - SIMPLE,SIMPLE ASSAULT,DISTRICT MARKET,1315 NE CAMPUS PKY,CLOSED,9/22/2015 01:58PM,9/22/2015 02:15PM,9/22/2015
15-001772,THEFT - BICYCLE PARTS,LARCENY - OTHER,UW TOWER,4333  BROOKLYN AVE NE,CLOSED,9/16/2015 08:00AM,9/17/2015 04:14PM,9/21/2015
15-001755,THEFT - BICYCLE,LARCENY - FROM BUILDING,GOULD HALL,3950  UNIVERSITY WAY NE,CLOSED,9/20/2015 10:35AM,9/20/2015 10:45AM,9/20/2015
15-001759,THEFT - BICYCLE,LARCENY - OTHER,KINCAID HALL,3751  WEST STEVENS WAY NE,CLOSED,9/20/2015 09:00AM,9/20/2015 01:00PM,9/20/2015
15-001749,THEFT - OTHER,LARCENY - OTHER,HUSKY STADIUM,3800  MONTLAKE BLVD NE,CLOSED,9/19/2015 04:15PM,9/19/2015 04:20PM,9/19/2015
15-001741,THEFT - BICYCLE,LARCENY - OTHER,C10 PARKING LOT,3790 W STEVENS WAY NE,ARREST,9/17/2015 12:30PM,9/17/2015 10:30PM,9/18/2015
15-001730,THEFT - BICYCLE PARTS,LARCENY - OTHER,DISTRICT MARKET,1315 NE CAMPUS PKY,CLOSED,9/16/2015 12:00PM,9/17/2015 01:40PM,9/17/2015
15-001732,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,CENTRAL PARKING GARAGE,4100  15TH AVE NE,CLOSED,9/17/2015 01:25PM,9/17/2015 04:45PM,9/17/2015
15-001734,THEFT - BICYCLE,LARCENY - OTHER,C10 PARKING LOT,3709  WEST STEVENS WAY NE,ARREST,9/17/2015 09:30AM,9/17/2015 09:30PM,9/17/2015
15-001715,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,MAGNUSON HEALTH SCIENCES,1705 NE PACIFIC ST,CLOSED,9/14/2015 05:30PM,9/15/2015 06:45AM,9/15/2015
15-001722,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,S12 PARKING LOT,3614 NE SAN JUAN RD,CLOSED,9/15/2015 10:30AM,9/15/2015 04:00PM,9/15/2015
15-001705,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,CEDAR APTS WEST,1112 NE 41ST ST,CLOSED,9/13/2015 11:15AM,9/13/2015 11:35AM,9/14/2015
15-001710,THEFT - FROM BUILDING,LARCENY - SHOPLIFTING,DISTRICT MARKET,1315 NE CAMPUS PKY,CLOSED,9/14/2015 10:35AM,9/14/2015 10:45AM,9/14/2015
15-001693,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,"E1 PARKING LOT, ROW 18",4239  WALLA WALLA RD NE,CLOSED,9/12/2015 12:00PM,9/12/2015 02:00PM,9/12/2015
15-001695,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,PADELFORD PARKING GARAGE,4112  MASON RD NE,CLOSED,9/12/2015 10:00AM,9/12/2015 03:00PM,9/12/2015
15-001694,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,PADELFORD PARKING GARAGE,4112  MASON RD NE,CLOSED,9/12/2015 10:00AM,9/12/2015 03:00PM,9/12/2015
15-001697,THEFT - CAR PROWL,LARCENY - OF MV PART/ACCESSORIES,CENTRAL PARKING GARAGE,4100 NE 15TH AVE NE,CLOSED,9/12/2015 09:30AM,9/12/2015 03:00PM,9/12/2015
15-001698,THEFT - OTHER,LARCENY - OTHER,PORTAGE BAY PARKING FACILITY,3745  15TH AVE NE,CLOSED,9/12/2015 03:45PM,9/12/2015 04:00PM,9/12/2015
15-001700,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,N12 PARKING LOT,4208  PEND OREILLE RD NE,CLOSED,9/12/2015 10:00AM,9/12/2015 06:02PM,9/12/2015
15-001702,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,UNIVERSITY VILLAGE,4520  25TH AVE NE,CLOSED,9/12/2015 08:23PM,9/12/2015 09:30PM,9/12/2015
15-001701,VEHICLE THEFT,MOTOR VEHICLE THEFT,UNIVERSITY VILLAGE,4520  25TH AVE NE,ARREST,9/12/2015 05:50PM,9/12/2015 07:50PM,9/12/2015
15-001687,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,MILLER HALL,2012 NE SKAGIT LN,CLOSED,9/11/2015 05:00AM,9/11/2015 01:15PM,9/11/2015
15-001678,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLOSED,9/10/2015 01:00PM,9/10/2015 02:00PM,9/10/2015
15-001663,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,PADELFORD,4110  EAST STEVENS WAY NE,CLOSED-UNFOUNDED,6/25/2015 03:00PM,9/3/2015 02:00PM,9/9/2015
15-001665,THEFT - OTHER,LARCENY - OTHER,CONDON HALL,0 NE CAMPUS PKY/12TH AVE NE,CLOSED,9/8/2015 02:00PM,9/8/2015 02:20PM,9/9/2015
15-001668,THEFT - FROM BUILDING,FRAUD-CREDIT CARD/ATM,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLOSED,9/7/2015 11:45AM,9/8/2015 07:00PM,9/9/2015
15-001668,THEFT - FROM BUILDING,LARCENY - OTHER,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLOSED,9/7/2015 11:45AM,9/8/2015 07:00PM,9/9/2015
15-001653,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,WILLIAM H. GATES HALL,4293 NE MEMORIAL WAY,CLOSED,4/1/2015 08:00AM,9/8/2015 01:50PM,9/8/2015
15-001655,THEFT - BICYCLE,LARCENY - OTHER,SCHMITZ HALL,1410 NE CAMPUS PKY,CLOSED,9/4/2015 05:00PM,9/8/2015 07:40AM,9/8/2015
15-001645,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,GRAVES HALL,3910  MONTLAKE BLVD NE,CLOSED,9/6/2015 03:00PM,9/6/2015 09:54PM,9/7/2015
15-001647,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,NE SIDE OF INTERSECTION,0 NE 42ND ST,ARREST,9/7/2015 05:07AM,9/7/2015 05:50AM,9/7/2015
15-001642,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,MERCER COURT APTS BLDG A,3925  ADAMS LN NE,CLOSED,9/6/2015 07:55AM,9/6/2015 09:00AM,9/6/2015
15-001634,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,LAUREL VILLAGE,4200 NE MARY GATES MEMORIAL DR NE,CLOSED,9/3/2015 06:00PM,9/5/2015 09:15AM,9/5/2015
15-001637,THEFT - BICYCLE,LARCENY - OTHER,CONDON HALL,1100 NE CAMPUS PKY,CLOSED,9/5/2015 10:30AM,9/5/2015 03:00PM,9/5/2015
15-001638,ASSAULT - SIMPLE,LARCENY - OTHER,BLAKELEY VILLAGE,4747  30TH AVE NE,CLEARED-ARREST,8/17/2015 08:00AM,9/5/2015 03:00PM,9/5/2015
15-001638,ASSAULT - SIMPLE,VIOLATION OF NO CONTACT/PROT ORDER,BLAKELEY VILLAGE,4747  30TH AVE NE,CLEARED-ARREST,8/17/2015 08:00AM,9/5/2015 03:00PM,9/5/2015
15-001638,ASSAULT - SIMPLE,SIMPLE ASSAULT,BLAKELEY VILLAGE,4747  30TH AVE NE,CLEARED-ARREST,8/17/2015 08:00AM,9/5/2015 03:00PM,9/5/2015
15-001627,THEFT - BICYCLE PARTS,LARCENY - OTHER,CHDD CLINIC,1961 NE COLUMBIA RD,CLOSED,9/4/2015 07:25AM,9/4/2015 09:30AM,9/4/2015
15-001616,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,MAGNUSON HEALTH SCIENCES,1705 NE PACIFIC ST,CLOSED,9/3/2015 07:00AM,9/3/2015 07:30AM,9/3/2015
15-001618,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLOSED,9/3/2015 12:52PM,9/3/2015 12:57PM,9/3/2015
15-001620,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,N15 PARKING LOT (NORTHSIDE),4215  PEND OREILLE RD NE,CLOSED,8/31/2015 07:00AM,9/3/2015 04:25PM,9/3/2015
15-001621,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,N13 PARKING LOT,4211  PEND OREILLE RD NE,CLOSED,9/2/2015 12:00PM,9/3/2015 05:20PM,9/3/2015
15-001602,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,LANDER HALL-PUBLIC,1245 NE CAMPUS PKY,CLOSED,9/2/2015 01:20PM,9/2/2015 01:40PM,9/2/2015
15-001590,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,"BENSON HALL, ROOM 037B",3781  OKANOGAN LN NE,CLOSED,8/25/2015 04:00PM,9/1/2015 03:30PM,9/1/2015
15-001586,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,WILLIAM H GERBERDING HALL,1704 NE GRANT LN,CLOSED,8/31/2015 10:00AM,8/31/2015 11:00AM,8/31/2015
15-001586,THEFT - FROM BUILDING,FRAUD-CREDIT CARD/ATM,WILLIAM H GERBERDING HALL,1704 NE GRANT LN,CLOSED,8/31/2015 10:00AM,8/31/2015 11:00AM,8/31/2015
15-001581,THEFT - BICYCLE,LARCENY - OTHER,ELM HALL,1218 NE CAMPUS PKY,CLOSED,8/30/2015 05:30PM,8/30/2015 06:30PM,8/30/2015
15-001561,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLOSED,8/26/2015 08:30PM,8/26/2015 08:45PM,8/27/2015
15-001563,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,CENTRAL PARKING GARAGE,4100  15TH AVE NE,CLOSED,8/26/2015 11:19AM,8/26/2015 10:06PM,8/27/2015
15-001564,THEFT - OTHER,LARCENY - OTHER,LANDER HALL-PUBLIC,1245 NE CAMPUS PKY,CLOSED,8/27/2015 09:52AM,8/27/2015 10:30AM,8/27/2015
15-001566,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,N13 PARKING LOT,4211  PEND OREILLE RD NE,CLOSED,8/27/2015 08:00AM,8/27/2015 02:45PM,8/27/2015
15-001570,THEFT - BICYCLE,LARCENY - OTHER,LANDER HALL-PUBLIC,1245 NE CAMPUS PKY,CLOSED,8/26/2015 07:00PM,8/27/2015 05:00PM,8/27/2015
15-001554,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,LOEW HALL,3920  EAST STEVENS WAY NE,CLOSED,8/24/2015 05:00PM,8/26/2015 07:30AM,8/26/2015
15-001555,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,AEROSPACE & ENGINEER RESEARCH,3795  EAST STEVENS WAY NE,CLOSED,8/26/2015 02:45PM,8/26/2015 03:30PM,8/26/2015
15-001543,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,MAGNUSON HEALTH SCIENCES,1705 NE PACIFIC ST,CLOSED,8/24/2015 05:00PM,8/25/2015 06:00AM,8/25/2015
15-001544,THEFT - BICYCLE,LARCENY - OTHER,C10 PARKING LOT,3709  WEST STEVENS WAY NE,CLOSED,8/24/2015 07:30AM,8/24/2015 12:30PM,8/25/2015
15-001535,THEFT - BICYCLE,LARCENY - OTHER,ETHNIC CULTURAL CENTER,3931  BROOKLYN AVE NE,CLOSED,8/22/2015 07:00AM,8/22/2015 07:00PM,8/23/2015
15-001536,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,W32/33 PARKING LOT,1112 NE PACIFIC ST,CLOSED,8/22/2015 10:00PM,8/23/2015 06:00PM,8/23/2015
15-001529,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,SURGERY PAVILION,2159 NE PACIFIC ST,CLOSED,8/21/2015 01:45PM,8/22/2015 03:00AM,8/22/2015
15-001532,THEFT - BICYCLE,LARCENY - OTHER,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLOSED,8/22/2015 06:30AM,8/22/2015 11:30AM,8/22/2015
15-001521,THEFT - BICYCLE,LARCENY - OTHER,HALL HEALTH CENTER,4060 NE EAST STEVENS WAY NE,CLOSED,8/20/2015 07:30AM,8/20/2015 07:00PM,8/21/2015
15-001525,THEFT - BICYCLE,LARCENY - OTHER,LANDER HALL-PUBLIC,1245 NE CAMPUS PKY,CLOSED,8/21/2015 06:15PM,8/21/2015 06:20PM,8/21/2015
15-001515,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,TRIANGLE PARKING GARAGE,2121 NE PACIFIC PL,CLOSED,8/20/2015 06:30AM,8/20/2015 07:30AM,8/20/2015
15-001517,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,TRIANGLE PARKING GARAGE,2121 NE PACIFIC PL,CLOSED,8/19/2015 11:00PM,8/20/2015 10:30AM,8/20/2015
15-001510,THEFT - BICYCLE,LARCENY - OTHER,CONDON HALL,1100 NE CAMPUS PKY,CLOSED,8/19/2015 11:00AM,8/19/2015 01:10PM,8/19/2015
15-001512,THEFT - BICYCLE,LARCENY - OTHER,C10 PARKING LOT,3709  WEST STEVENS WAY NE,CLOSED,8/19/2015 08:15AM,8/19/2015 06:15PM,8/19/2015
15-001513,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,E4 PARKING LOT,3101 NE CLARK RD,CLOSED,8/19/2015 06:30PM,8/19/2015 08:30PM,8/19/2015
15-001503,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,SUBWAY,4336 NE ROOSEVELT WAY,CLOSED,8/17/2015 11:25PM,8/17/2015 11:40PM,8/18/2015
15-001504,THEFT - BICYCLE,LARCENY - OTHER,BLOEDEL HALL,3714  GARFIELD PL NE,CLOSED,8/18/2015 08:00AM,8/18/2015 05:00PM,8/18/2015
15-001500,THEFT - BICYCLE,LARCENY - OTHER,MILLER HALL,2012 NE SKAGIT LN,CLOSED,8/17/2015 03:30PM,8/17/2015 06:30PM,8/17/2015
15-001492,THEFT - BICYCLE,LARCENY - OTHER,KANE HALL,4069  SPOKANE LN NE,CLOSED,8/15/2015 03:30PM,8/15/2015 05:15PM,8/15/2015
15-001486,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,ODEGAARD UNDERGRADUATE LIBRARY,4060  GEORGE WASHINGTON LN NE,CLOSED,8/14/2015 02:00PM,8/14/2015 04:00PM,8/14/2015
15-001487,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,MARY GATES HALL,1851 NE GRANT LN,Incident Status,8/14/2015 12:00PM,8/14/2015 03:53PM,8/14/2015
15-001487,THEFT - FROM BUILDING,FRAUD-CREDIT CARD/ATM,MARY GATES HALL,1851 NE GRANT LN,Incident Status,8/14/2015 12:00PM,8/14/2015 03:53PM,8/14/2015
15-001488,THEFT - BICYCLE,LARCENY - OTHER,MAGNUSON HEALTH SCIENCES,1705 NE PACIFIC ST,CLOSED,8/14/2015 02:00PM,8/14/2015 03:45PM,8/14/2015
15-001466,THEFT - BICYCLE,LARCENY - OTHER,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLOSED,8/12/2015 08:12PM,8/12/2015 08:25PM,8/13/2015
15-001474,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,ODEGAARD UNDERGRADUATE LIBRARY,4060  GEORGE WASHINGTON LN NE,CLOSED,8/13/2015 02:00PM,8/13/2015 03:00PM,8/13/2015
15-001477,ASSAULT - SIMPLE,SIMPLE ASSAULT,,0  PEND OREILLE RD NE,CLOSED,8/13/2015 09:05PM,8/13/2015 09:07PM,8/13/2015
15-001478,THEFT - BICYCLE,LARCENY - OTHER,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLOSED,8/13/2015 09:16PM,8/13/2015 09:56PM,8/13/2015
15-001459,THEFT - BICYCLE PARTS,LARCENY - OTHER,GUTHRIE HALL,3921  WEST STEVENS WAY NE,CLOSED,8/11/2015 07:00AM,8/11/2015 06:00PM,8/12/2015
15-001461,VEHICLE THEFT,MOTOR VEHICLE THEFT,E12 PARKING LOT,3750  MONTLAKE BLVD NE,CLOSED,8/10/2015 09:00AM,8/10/2015 07:30PM,8/12/2015
15-001462,ASSAULT - SIMPLE,SIMPLE ASSAULT,ROOSEVELT CLINIC II,4245  ROOSEVELT WAY NE,ARREST,8/12/2015 06:11PM,8/12/2015 07:00PM,8/12/2015
15-001448,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,TRIANGLE PARKING GARAGE,2121 NE PACIFIC PL,CLOSED,8/10/2015 07:00AM,8/11/2015 03:13AM,8/11/2015
15-001447,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,TRIANGLE PARKING GARAGE,2121 NE PACIFIC PL,CLOSED,8/10/2015 07:00PM,8/11/2015 03:13AM,8/11/2015
15-001451,THEFT - BICYCLE,LARCENY - FROM BUILDING,CONDON HALL,1100 NE CAMPUS PKY,CLOSED,8/11/2015 12:51PM,8/11/2015 01:30PM,8/11/2015
15-001452,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,MAGNUSON HEALTH SCIENCES,1705 NE PACIFIC ST,CLOSED,8/3/2015 06:00PM,8/5/2015 04:00PM,8/11/2015
15-001454,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,RAITT HALL,1901 NE CHELAN LN,CLOSED,8/11/2015 02:45PM,8/11/2015 02:50PM,8/11/2015
15-001456,ASSAULT - SIMPLE,SIMPLE ASSAULT,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLEARED-ARREST,8/11/2015 05:23PM,8/11/2015 06:25PM,8/11/2015
15-001443,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,WILLIAM H. GATES HALL,4293  MEMORIAL WAY NE,CLOSED,8/10/2015 04:30PM,8/10/2015 04:40PM,8/10/2015
15-001433,VEHICLE THEFT,MOTOR VEHICLE THEFT,E4 PARKING LOT,3101 NE CLARK RD,CLOSED,8/2/2015 08:00AM,8/8/2015 02:00PM,8/8/2015
15-001428,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLOSED,8/6/2015 01:15PM,8/6/2015 01:30PM,8/7/2015
15-001423,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,MAGNUSON HEALTH SCIENCES,1705 NE PACIFIC ST,CLOSED,8/5/2015 10:00AM,8/5/2015 05:45PM,8/6/2015
15-001424,THEFT - BICYCLE,LARCENY - OTHER,"JOHN M. FLUKE, JR HALL",4045  MASON RD NE,CLOSED,8/6/2015 07:30AM,8/6/2015 05:49PM,8/6/2015
15-001414,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,MECHANICAL ENGINEERING BLDG,3900  EAST STEVENS WAY NE,CLOSED,7/30/2015 03:00PM,8/3/2015 04:30PM,8/5/2015
15-001408,THEFT - BICYCLE PARTS,LARCENY - OTHER,HALL HEALTH CENTER,4060  EAST STEVENS WAY NE,CLOSED,8/4/2015 06:15PM,8/5/2015 07:30AM,8/5/2015
15-001401,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,SOC WORK/SPEECH HEARING,4131  15TH AVE NE,CLOSED,8/4/2015 01:30PM,8/4/2015 01:39PM,8/4/2015
15-001403,THEFT - BICYCLE,LARCENY - OTHER,JOHNSON HALL,1707 NE GRANT LN,CLOSED,8/4/2015 11:00AM,8/4/2015 05:00PM,8/4/2015
15-001392,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,INTRAMURAL ACTIVITIES BLDG,3924  MONTLAKE BLVD NE,CLOSED,7/1/2015 05:00PM,7/1/2015 05:05PM,8/3/2015
15-001382,ASSAULT - SIMPLE,SIMPLE ASSAULT,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLEARED-ARREST,8/1/2015 12:45PM,8/1/2015 01:00PM,8/1/2015
15-001371,THEFT - OTHER,LARCENY - OF MV PART/ACCESSORIES,N5 PARKING LOT,3943  WEST STEVENS WAY NE,CLOSED-UNFOUNDED,7/30/2015 05:00PM,7/31/2015 09:00AM,7/31/2015
15-001372,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,TRIANGLE PARKING GARAGE,2121 NE PACIFIC PL,CLOSED,7/30/2015 06:45AM,7/31/2015 09:30AM,7/31/2015
15-001363,THEFT - BICYCLE,LARCENY - OTHER,BLOEDEL HALL,3714 NE GARFIELD PL,CLOSED,7/30/2015 09:00AM,7/30/2015 11:00AM,7/30/2015
